START,END,LENGTH
42.46,46.8,4.339999999999996
81.0,86.299999,5.299999
101.7,116.009999,14.30999899999999
141.17,145.78,4.610000000000014
146.67,150.94,4.27000000000001
170.95,178.57999999999998,7.6299999999999955
202.77,209.01,6.239999999999981
216.47,221.16,4.689999999999998
226.38,235.21,8.830000000000013
248.94,271.069999,22.129998999999998
310.75,315.139999,4.389998999999989
334.24,340.75,6.509999999999991
359.86,370.25,10.389999999999986
446.99,451.29,4.300000000000011
485.1999990000001,490.99999900000006,5.7999999999999545
492.32,503.06,10.740000000000009
507.699999,511.789999,4.090000000000032
541.54,549.94,8.400000000000091
611.75,616.66,4.909999999999968
618.18,625.99,7.810000000000059
626.85,632.38,5.529999999999973
649.05,657.66,8.610000000000014
673.25,689.16,15.909999999999968
691.3,696.9599999999999,5.659999999999968
707.9499999999999,717.849999,9.899999000000093
723.83,729.49,5.659999999999968
742.93,749.759999,6.8299990000000435
796.9100000000001,805.0099990000001,8.099999000000025
815.05,827.119999,12.069999000000053
828.14,832.65,4.509999999999991
865.1,880.01,14.909999999999968
880.14,886.7,6.560000000000059
910.22,929.41,19.18999999999994
931.76,950.19,18.430000000000064
968.58,1002.870001,34.29000099999996
1002.990001,1014.53,11.539998999999966
1019.75,1028.74,8.990000000000009
1034.51,1050.17,15.660000000000082
1051.46,1062.109998,10.649997999999869
1062.799999,1070.42,7.620001000000002
1128.34,1133.2099999999998,4.869999999999891
1142.31,1146.759999,4.449999000000162
1154.5300000000002,1181.59,27.059999999999718
1182.64,1192.5699989999998,9.929998999999725
1216.8100000000002,1224.9600000000005,8.150000000000318
1224.9900000000002,1231.47,6.479999999999791
1232.25,1237.52,5.269999999999982
1237.7,1242.95,5.25
1243.51,1249.83,6.319999999999936
1281.38,1288.94,7.559999999999945
1291.09,1298.52,7.430000000000064
1299.72,1312.959999,13.239998999999898
1322.7799999999995,1327.37,4.590000000000373
1355.94,1363.54,7.599999999999909
1364.379999,1374.41,10.030001000000084
1395.25,1401.67,6.420000000000073
1404.5600009999998,1413.15,8.589999000000262
1416.26,1423.26,7.0
1423.33,1431.069999,7.739999000000125
1463.2,1471.12,7.919999999999845
1473.9499999999998,1487.41,13.460000000000264
1488.3,1492.77,4.470000000000027
1506.39,1513.459999,7.069998999999825
1532.9,1537.54,4.639999999999873
1538.88,1546.4,7.519999999999982
1580.3300000000002,1585.129999,4.799998999999843
1588.17,1592.21,4.039999999999964
1594.54,1603.3,8.759999999999991
1615.609999,1620.68,5.0700010000000475
1634.159999,1640.969999,6.809999999999945
1652.65,1660.36,7.709999999999809
1667.75,1675.55,7.7999999999999545
1687.2200000000005,1697.14,9.919999999999618
1704.72,1714.82,10.099999999999909
1718.14,1727.01,8.86999999999989
1731.5,1744.119999,12.619999000000007
1756.3199989999998,1771.609999,15.290000000000191
1772.639998,1788.09,15.450001999999813
1800.72,1814.78,14.059999999999945
1837.73,1851.08,13.349999999999909
1880.12,1896.039999,15.919999000000189
1906.07,1919.88,13.810000000000173
1929.85,1948.409999,18.55999900000006
