today's,today's,5.48,5.7700000000000005
go,go,46.62,46.73
into,into,46.730000000000004,46.86000000000001
that,that,46.86,47.05
reverse,reverse,47.05,47.529999999999994
motion,motion,47.53,47.93
for,for,47.929999,48.059999000000005
ten,ten,48.059999,48.499998999999995
total,total,48.509999,48.879999
reps,reps,48.88,49.370000000000005
next,next,50.049999,50.539999
up,up,50.599999,50.909999
we're,we're,51.03,51.15
gonna,gonna,51.15,51.309999999999995
work,work,51.309999,51.479999
that,that,51.480000000000004,51.64
core,core,51.639999,51.869999
a,a,51.87,51.94
little,little,51.94,52.11
bit,bit,52.109999,52.339999
so,so,52.5,52.64
we,we,52.639999,52.789999
have,have,52.789999,53.029999000000004
our,our,53.029999000000004,53.22999900000001
opposite,opposite,53.279999000000004,53.719999
knee,knee,53.719999,53.999999
to,to,54.0,54.17
opposite,opposite,54.199999,54.719999
elbow,elbow,54.74,55.230000000000004
so,so,55.32,55.55
D,d,55.55,55.91
is,is,55.92,56.07
bringing,bringing,56.07,56.3
her,her,56.3,56.47
elbow,elbow,56.49,56.97
up,up,56.97,57.15
bringing,bringing,57.16,57.4
that,that,57.4,57.62
knee,knee,57.62,57.91
making,making,57.92,58.2
sure,sure,58.2,58.400000000000006
that,that,58.4,58.66
rotation,rotation,58.66,59.449999999999996
is,is,59.69,59.91
coming,coming,59.91,60.19
from,from,60.19,60.32
the,the,60.32,60.42
core,core,60.42,60.86
less,less,60.99,61.330000000000005
so,so,61.33,61.51
from,from,61.51,61.66
the,the,61.66,61.779999999999994
upper,upper,61.78,61.99
body,body,61.99,62.32
now,now,62.32,62.49
of,of,62.49,62.64
course,course,62.639999,62.869999
if,if,62.87,62.949999999999996
that,that,62.95,63.14
range,range,63.139999,63.359999
of,of,63.36,63.51
motion,motion,63.51,63.9
is,is,63.91,64.09
not,not,64.099999,64.429999
available,available,64.44,65.02
to,to,65.02,65.14999999999999
you,you,65.15,65.4
you,you,65.59,65.73
can,can,65.73,65.84
go,go,65.849999,66.009999
ahead,ahead,66.009999,66.239999
extend,extend,66.24,66.53999999999999
those,those,66.53999999999999,66.72
arms,arms,66.719999,67.019999
out,out,67.049999,67.419999
and,and,67.59,67.76
just,just,67.759999,67.91999899999999
reduce,reduce,67.92,68.33
that,that,68.33,68.53999999999999
range,range,68.53999999999999,68.77
of,of,68.77,68.89
motion,motion,68.889999,69.309999
next,next,69.75,70.06
up,up,70.059999,70.20999900000001
we,we,70.219999,70.379999
have,have,70.379999,70.58999899999999
ten,ten,70.6,70.89
total,total,70.889999,71.219999
reps,reps,71.219999,71.449999
of,of,71.459999,71.55999899999999
an,an,71.559999,71.699999
alternating,alternating,71.709999,72.429999
reverse,reverse,72.47,73.0
lunge,lunge,73.01,73.47
we're,we're,73.53,73.66
go,go,73.66,73.78
ahead,ahead,73.78,74.02
turn,turn,74.03,74.24
to,to,74.24,74.32
the,the,74.32,74.39999999999999
side,side,74.4,74.63000000000001
so,,,
you,,,
can,can,74.77,74.89999999999999
see,see,74.93,75.13000000000001
D,d,75.13,75.35
nice,nice,75.38,75.66
and,and,75.66,75.78999999999999
tall,tall,75.79,76.11
feet,feet,76.44,76.7
are,are,76.71,76.88
on,on,76.88,77.14999999999999
two,two,77.17,77.43
separate,separate,77.46,77.89
tracks,tracks,77.89,78.27
about,about,78.27,78.57
hip,hip,78.58,78.84
width,width,78.84,79.04
apart,apart,79.04,79.43
as,as,79.66,79.92
she,she,79.92,80.09
steps,steps,80.09,80.38000000000001
back,back,80.38,80.75999999999999
you're,you're,80.86,81.02
gonna,gonna,81.02,81.17999999999999
notice,notice,81.179999,81.539999
that,that,81.559999,81.689999
the,the,81.69,81.8
weight,weight,81.8,82.07
distribution,distribution,82.08,82.89999999999999
is,is,83.01,83.18
about,about,83.179999,83.439999
mid,mid,83.44,83.75
foot,foot,83.75,83.98
to,to,83.98,84.14
heel,heel,84.139999,84.479999
which,which,84.48,84.61
is,is,84.61,84.69
allowing,allowing,84.69,85.1
that,that,85.099999,85.289999
need,need,85.28999999999999,85.71
to,to,85.71000000000001,85.84
stay,stay,85.84,86.13000000000001
behind,behind,86.13,86.53999999999999
the,the,86.53999999999999,86.61999999999999
toe,toe,86.62,87.05000000000001
an,an,87.28,87.46000000000001
option,option,87.469999,87.889999
here,here,87.889999,88.239999
you,you,88.369999,88.499999
can,can,88.5,88.63
always,always,88.629999,88.919999
reduce,reduce,88.92,89.4
your,your,89.4,89.57000000000001
range,range,89.57,89.80999999999999
of,of,89.809999,89.95999900000001
motion,motion,89.959999,90.399999
on,on,90.41,90.63
that,that,90.63,90.86
back,back,90.87,91.22
knee,knee,91.22,91.58
now,now,91.91,92.27
what,what,92.28,92.52
warm,warm,92.52,92.72999999999999
up,up,92.73,92.85000000000001
would,would,92.85,92.89999999999999
be,be,92.91,93.03999999999999
complete,complete,93.04,93.42
without,without,93.44,93.81
ten,ten,93.81,94.09
reps,reps,94.09,94.34
of,of,94.34,94.48
jumping,jumping,94.48,94.86
jacks,jacks,94.86,95.15
let's,let's,95.15,95.23
go,go,95.23,95.35000000000001
ahead,ahead,95.35,95.53999999999999
get,get,95.54,95.67
those,those,95.67,95.92
going,going,95.92,96.26
nice,nice,96.41,96.7
explosive,explosive,96.7,97.08
movement,movement,97.08,97.36
feet,feet,97.36,97.67
nice,nice,97.68,98.03
and,and,98.059999,98.34999900000001
wide,wide,98.349999,98.779999
of,of,98.95,99.13000000000001
course,course,99.139999,99.479999
an,an,99.5,99.65
option,option,99.67,100.12
here,here,100.13,100.42999999999999
you,you,100.429999,100.519999
can,can,100.52,100.64999999999999
always,always,100.65,100.95
walk,walk,100.96000000000001,101.38000000000001
it,it,101.38,101.53
out,out,101.53999999999999,101.91
and,and,101.969999,102.25999900000001
walk,walk,102.259999,102.58999899999999
it,it,102.59,102.72
back,back,102.73,103.07000000000001
in,in,103.12,103.48
you,you,103.75,103.93
have,have,103.929999,104.099999
two,two,104.11,104.42999999999999
total,total,104.429999,104.80999899999999
rounds,rounds,104.809999,105.28999900000001
go,go,105.509999,105.66999899999999
ahead,ahead,105.67,105.94
hit,hit,105.94,106.13
that,that,106.129999,106.299999
pause,pause,106.299999,106.589999
button,button,106.59,106.97
get,get,107.109999,107.329999
started,,,
you,,,
all,,,
right,right,289.36,289.54
so,so,289.54,289.69
block,block,289.69,290.09
number,number,290.09,290.32
one,one,290.32,290.55
you,you,290.55,290.65000000000003
have,have,290.65,290.78
three,three,290.79,291.12
exercises,exercises,291.13,291.85
for,for,291.86,291.99
a,a,291.99,292.06
total,total,292.06,292.45
of,of,292.45,292.64
three,three,292.65,292.94
rounds,rounds,292.94,293.36
eight,eight,293.69,293.93
reps,reps,293.93,294.17
of,of,294.17,294.33000000000004
everything,everything,294.33,294.95
first,first,295.24,295.52
and,and,295.52,295.65
foremost,foremost,295.65,296.21
you,you,296.389999,296.529999
need,need,296.53,296.7
a,a,296.7,296.75
few,few,296.75,296.96
items,items,296.99,297.54
something,something,297.82,298.21
to,to,298.21,298.39
lay,lay,298.389999,298.639999
on,on,298.639999,298.879999
to,to,299.439999,299.999999
objects,objects,300.17,300.67
that,that,300.67,300.83000000000004
way,way,300.84,301.10999999999996
the,the,301.11,301.23
same,same,301.23,301.51
amount,amount,301.509999,301.869999
and,and,302.059999,302.249999
then,then,302.25,302.45
maybe,maybe,302.46,302.78
one,one,302.78,303.03999999999996
slightly,slightly,303.15,303.60999999999996
larger,larger,303.61,304.02000000000004
object,object,304.02,304.58
first,first,304.91,305.22
exercise,exercise,305.23,305.72
is,is,306.07,306.24
your,your,306.24,306.41
ISO,<unk>,306.449999,306.859999
or,or,306.91,307.08000000000004
squat,squat,307.09,307.59
to,to,307.73,307.93
a,a,307.93,308.03000000000003
walkout,<unk>,308.03,308.94
pushup,,,
standing,standing,309.2,309.58
step,,,
position,position,309.75,310.26
feet,feet,310.45,310.68
hip,hip,310.68,310.78000000000003
width,width,310.78,310.86999999999995
apart,apart,310.87,311.25
hinging,<unk>,311.48,311.89000000000004
at,at,311.89,312.0
our,,,
hips,hips,312.13,312.43
we're,we're,312.43,312.53000000000003
gonna,gonna,312.53,312.7
walk,walk,312.7,312.96999999999997
our,our,312.97,313.07000000000005
hands,hands,313.07,313.38
down,down,313.38,313.64
into,into,313.64,313.89
that,that,313.89,314.08
high,high,314.08,314.38
plank,plank,314.38,314.86
bending,bending,315.23,315.63
our,our,315.63,315.76
elbows,elbows,315.77,316.28999999999996
bringing,bringing,316.44,316.71999999999997
our,our,316.719999,316.829999
chest,chest,316.83,317.09999999999997
down,down,317.099999,317.299999
to,to,317.3,317.39
the,the,317.389999,317.499999
floor,floor,317.5,317.89
and,and,318.12,318.33
then,then,318.33,318.49
walking,walking,318.5,318.94
it,it,318.94,319.07
back,back,319.07,319.34
up,up,319.36,319.89
option,option,320.09,320.63
drop,drop,320.78,321.10999999999996
it,it,321.11,321.19
to,to,321.19,321.26
the,the,321.259999,321.369999
knees,knees,321.37,321.63
for,for,321.639999,321.72999899999996
that,that,321.73,321.89000000000004
pushup,<unk>,321.889999,322.249999
and,and,322.9,323.03999999999996
of,of,323.039999,323.169999
course,course,323.17,323.69
you,you,323.71999900000003,323.89999900000004
got,got,323.9,324.08
your,your,324.08,324.27
favorite,favorite,324.28,324.9
colored,colored,324.96,325.33
towel,towel,325.35,325.64000000000004
right,right,325.64,325.8
John,john,325.8,326.09000000000003
it's,it's,326.13,326.28
my,my,326.31,326.48
wife's,wife's,326.48,327.23
all,all,328.19,328.36
right,right,328.36,328.59000000000003
so,so,328.6,328.82000000000005
after,after,328.9,329.28999999999996
that,that,329.29,329.57
we're,we're,329.72,329.89000000000004
going,going,329.89,330.14
right,right,330.15,330.39
into,into,330.39,330.65
an,an,330.65,330.78999999999996
ISO,<unk>,330.83,331.32
hip,hip,331.35,331.73
bridge,bridge,331.78,332.17999999999995
chest,chest,332.19,332.55
fly,fly,332.55,332.91
so,so,333.16,333.36
grabbing,grabbing,333.36,333.91
those,those,333.91,334.19
two,two,334.23,334.45000000000005
objects,objects,334.48,335.05
lying,lying,335.05,335.33
supine,<unk>,335.33,335.34
on,on,335.77,335.90999999999997
the,the,335.91,336.01000000000005
ground,ground,336.009999,336.429999
our,our,336.7,336.89
knees,knees,336.889999,337.249999
are,are,337.25,337.37
bent,bent,337.38,337.61
90,<unk>,337.61,337.89
degrees,degrees,337.889999,338.259999
with,with,338.259999,338.429999
our,our,338.429999,338.64999900000004
ankles,ankles,338.7,339.09999999999997
directly,directly,339.099999,339.56999900000005
underneath,underneath,339.57,340.04
our,our,340.039999,340.14999900000004
knees,knees,340.15,340.47999999999996
we're,we're,340.75,340.91
going,going,340.91,341.07000000000005
to,to,341.07,341.18
raise,raise,341.190001,341.53000099999997
our,our,341.529999,341.66999899999996
hips,hips,341.67,341.91
up,up,341.91,342.04
towards,towards,342.039999,342.369999
the,the,342.369999,342.479999
sky,sky,342.49,342.77
bringing,bringing,343.33,343.65
the,the,343.65,343.75
objects,objects,343.75,344.18
over,over,344.19,344.45
our,our,344.45,344.58
chest,chest,344.58,345.09999999999997
opening,opening,345.43,345.91
up,up,345.92,346.09000000000003
your,your,346.09,346.22999999999996
chest,chest,346.24,346.89
out,out,347.17,347.41
nice,nice,347.41,347.62
and,and,347.62,347.78000000000003
wide,wide,347.78,348.15999999999997
and,and,348.37,348.58
then,then,348.58,348.74
bringing,bringing,348.74,349.15000000000003
the,the,349.15,349.27
objects,objects,349.27,349.75
back,back,349.75,349.95
together,together,349.95,350.46
engaging,engaging,350.58,351.22999999999996
your,your,351.25,351.53
chest,chest,351.53,352.01
option,option,352.08,352.63
limit,limit,352.849999,353.19999900000005
your,your,353.2,353.34
range,range,353.34,353.56
of,of,353.559999,353.659999
motion,motion,353.66,354.16
last,last,354.44,354.74
but,but,354.74,354.87
not,not,354.87,355.02
least,least,355.02,355.4
gently,gently,355.67,356.32
set,set,356.33,356.52
those,those,356.52,356.71999999999997
down,down,356.719999,357.09999899999997
we,we,357.32,357.45
don't,don't,357.45,357.57
want,want,357.57,357.7
to,to,357.7,357.75
ruin,ruin,357.75,357.95
pasta,pasta,357.95,358.31
night,night,358.309999,358.869999
we're,we're,359.539999,359.69999900000005
gonna,gonna,359.699999,359.859999
have,have,359.869999,360.099999
a,a,360.109999,360.349999
double,double,360.359999,360.859999
crunch,crunch,360.87,361.39
so,so,361.56,361.75
grabbing,grabbing,361.75,362.2
that,that,362.2,362.34
beautiful,beautiful,362.34,362.7
potted,potted,362.7,363.08
plant,plant,363.08,363.40999999999997
we're,we're,363.59,363.73999999999995
gonna,gonna,363.74,363.92
start,start,363.92,364.38
with,with,364.38,364.63
our,our,364.64,364.81
knees,knees,364.81,365.07
bent,bent,365.08,365.3
90,<unk>,365.3,365.59000000000003
degrees,degrees,365.59,365.95
arms,arms,366.13,366.46999999999997
are,are,366.47,366.5
extended,extended,366.5,366.92
over,over,366.92,367.18
our,our,367.18,367.33
chest,chest,367.33,367.74
we're,we're,367.99,368.14
gonna,gonna,368.139999,368.319999
lower,lower,368.32,368.81
extend,extend,368.809999,369.309999
our,our,369.309999,369.439999
legs,legs,369.44,369.68
down,down,369.71,369.96999999999997
to,to,369.969999,370.069999
the,the,370.07,370.18
ground,ground,370.179999,370.559999
keeping,keeping,370.58,370.84999999999997
your,your,370.849999,370.94999900000005
heels,heels,370.95,371.28999999999996
hovered,hovered,371.29,371.63
as,as,371.66,371.85
we,we,371.849999,371.96999900000003
extend,extend,371.969999,372.449999
your,your,372.45,372.59
arms,arms,372.59,372.84999999999997
up,up,372.849999,372.95999900000004
over,over,372.969999,373.15999899999997
the,the,373.16,373.25
chest,chest,373.25,373.51
squeezing,squeezing,373.92,374.63
our,our,374.799999,374.89999900000004
body,body,374.9,375.21
together,together,375.21,375.72999999999996
option,option,376.15,376.64
we,we,376.82,376.99
can,can,376.99,377.1
always,always,377.1,377.32000000000005
keep,keep,377.32,377.54
those,those,377.539999,377.75999900000005
knees,knees,377.77,378.12
bent,bent,378.15,378.71999999999997
and,and,378.94,379.15
of,of,379.16,379.29
course,course,379.29,379.65000000000003
without,without,379.86,380.46000000000004
spilling,spilling,381.27,381.75
the,the,381.84,381.96
plant,plant,381.96,382.27
three,three,382.83,383.14
rounds,rounds,383.14,383.22999999999996
eight,eight,383.59,383.78
reps,reps,383.78,383.98999999999995
of,of,383.99,384.04
everything,,,
alright,,,
time,time,806.34,806.64
for,for,806.639999,806.739999
a,a,806.74,806.8
little,little,806.799999,806.9699989999999
bit,bit,806.969999,807.099999
of,of,807.099999,807.1699990000001
cardio,cardio,807.17,807.66
we're,we're,807.83,807.96
looking,looking,807.96,808.12
for,for,808.119999,808.269999
five,five,808.27,808.72
minutes,minutes,808.719999,809.009999
of,of,809.01,809.15
work,work,809.15,809.43
here,here,809.43,809.7299999999999
now,now,809.9,810.22
if,if,810.289999,810.4499989999999
you,you,810.449999,810.5199990000001
haven't,haven't,810.52,810.72
have,have,810.73,810.9200000000001
a,a,810.93,810.9699999999999
treadmill,treadmill,810.97,811.35
at,at,811.35,811.45
home,home,811.45,811.7800000000001
awesome,awesome,811.85,812.26
go,go,812.26,812.39
ahead,ahead,812.39,812.59
and,and,812.59,812.73
use,use,812.73,812.9300000000001
it,it,812.93,813.12
for,for,813.43,813.56
those,those,813.56,813.7099999999999
of,of,813.71,813.8100000000001
you,you,813.81,813.92
who,who,813.92,814.0999999999999
don't,don't,814.14,814.52
and,and,814.54,814.68
maybe,maybe,814.68,814.9599999999999
have,have,814.96,815.19
smaller,smaller,815.19,815.71
spaces,spaces,815.71,816.1700000000001
to,to,816.17,816.28
work,work,816.28,816.55
with,with,816.55,816.79
you,you,817.08,817.24
can,,,
do,do,817.24,817.38
something,something,817.38,817.7
as,as,817.7,817.7800000000001
simple,simple,817.78,818.01
as,as,818.01,818.1
your,your,818.099999,818.239999
favorite,favorite,818.24,818.67
exercise,exercise,818.71,819.2800000000001
for,for,819.29,819.4399999999999
five,five,819.44,819.73
minutes,minutes,819.73,820.11
one,one,820.34,820.58
interval,interval,820.59,820.9200000000001
style,style,820.92,821.15
we,we,821.15,821.3
like,like,821.3,821.53
using,using,821.54,821.98
is,is,821.99,822.15
20,<unk>,822.179999,822.4899989999999
seconds,seconds,822.5,822.8
of,of,822.799999,822.9499989999999
work,work,822.95,823.25
to,to,823.469999,823.6599990000001
10,<unk>,824.13,824.16
seconds,seconds,824.16,824.54
of,of,824.559999,824.789999
rest,rest,824.79,825.12
of,of,825.13,825.28
one,one,825.28,825.53
exercise,exercise,825.54,826.18
so,so,826.33,826.48
for,for,826.48,826.6
example,example,826.6,827.02
you,you,827.02,827.15
can,can,827.15,827.27
do,do,827.27,827.56
10,<unk>,827.57,827.58
total,total,828.01,828.33
rounds,rounds,828.33,828.72
of,of,828.859999,829.029999
20,<unk>,829.03,829.3
seconds,seconds,829.31,829.67
worth,worth,829.67,829.88
of,of,829.88,829.98
squats,squats,829.98,830.54
with,with,831.17,831.3299999999999
a,a,831.33,831.4100000000001
10,<unk>,831.41,831.6
second,second,831.6,831.9300000000001
rest,rest,831.93,832.15
in,in,832.15,832.25
between,between,832.25,832.8
now,now,832.97,833.2900000000001
a,a,833.32,833.4000000000001
fun,fun,833.4,833.6
little,little,833.6,833.74
game,game,833.74,833.96
you,you,833.96,834.0600000000001
can,can,834.06,834.17
play,play,834.17,834.43
with,with,834.43,834.6899999999999
is,is,834.95,835.1700000000001
count,count,835.18,835.42
how,how,835.43,835.53
many,many,835.53,835.77
reps,reps,835.77,835.99
you,you,835.99,836.07
do,do,836.07,836.21
in,in,836.21,836.2900000000001
that,that,836.29,836.4699999999999
first,first,836.47,836.7900000000001
round,round,836.79,837.12
and,and,837.32,837.5200000000001
see,see,837.52,837.66
if,if,837.66,837.7199999999999
you,you,837.719999,837.779999
can,can,837.78,837.89
hold,hold,837.889999,838.109999
on,on,838.11,838.26
and,and,838.26,838.38
match,match,838.38,838.66
that,that,838.66,838.85
rep,rep,838.849999,839.029999
count,count,839.03,839.28
each,each,839.28,839.47
time,time,839.469999,839.869999
go,go,840.34,840.5
ahead,ahead,840.5,840.75
pause,pause,840.75,841.05
that,that,841.049999,841.2299989999999
video,video,841.23,841.65
get,get,841.77,841.97
started,,,
block,block,1143.24,1143.57
number,number,1143.57,1143.85
two,two,1143.86,1144.1699999999998
we've,we've,1144.17,1144.38
got,got,1144.38,1144.63
three,three,1144.639999,1145.0099989999999
exercises,exercises,1145.01,1145.98
just,just,1146.059999,1146.309999
like,like,1146.309999,1146.4399990000002
we,we,1146.44,1146.53
do,do,1146.53,1146.68
in,in,1146.679999,1146.819999
class,class,1146.82,1147.23
we're,we're,1147.23,1147.32
gonna,gonna,1147.32,1147.49
go,go,1147.5,1147.63
ahead,ahead,1147.63,1147.8600000000001
and,and,1147.86,1147.99
demonstrate,demonstrate,1147.99,1148.52
those,those,1148.52,1148.69
exercises,exercises,1148.69,1149.5900000000001
and,and,1149.65,1149.8500000000001
then,then,1149.849999,1149.9999990000001
pause,pause,1150.0,1150.28
the,the,1150.289999,1150.389999
video,video,1150.389999,1150.819999
so,so,1150.82,1151.01
that,that,1151.01,1151.16
you,you,1151.16,1151.3600000000001
can,can,1151.359999,1151.509999
do,do,1151.51,1151.67
the,the,1151.67,1151.78
work,work,1151.779999,1152.1699990000002
exercise,exercise,1152.48,1153.08
number,number,1153.08,1153.33
one,one,1153.33,1153.6699999999998
is,,,
going,going,1153.84,1154.06
to,to,1154.06,1154.19
be,be,1154.19,1154.3600000000001
our,our,1154.37,1154.53
standing,standing,1154.53,1155.1
shoulder,shoulder,1155.17,1155.69
press,press,1155.7,1156.13
we've,we've,1156.55,1156.82
got,got,1156.82,1157.0
our,our,1157.0,1157.12
handy,handy,1157.12,1157.53
dandy,dandy,1157.53,1157.91
coffee,coffee,1157.91,1158.3700000000001
jugs,jugs,1158.37,1158.76
here,here,1158.76,1159.16
just,just,1159.43,1159.72
in,in,1159.75,1159.93
place,place,1159.93,1160.22
of,of,1160.24,1160.4
our,our,1160.4,1160.5500000000002
weights,weights,1160.55,1160.8999999999999
and,and,1160.99,1161.06
so,so,1161.059999,1161.1999990000002
get,get,1161.2,1161.38
into,into,1161.38,1161.5800000000002
that,that,1161.58,1161.81
standing,standing,1161.809999,1162.259999
set,set,1162.26,1162.48
position,position,1162.48,1163.03
shoulders,shoulders,1163.03,1163.44
are,are,1163.44,1163.49
gonna,gonna,1163.49,1163.65
be,be,1163.66,1163.8000000000002
stocked,stocked,1163.8,1164.1699999999998
right,right,1164.17,1164.3400000000001
over,over,1164.34,1164.51
top,top,1164.509999,1164.7199990000001
of,of,1164.719999,1164.889999
your,your,1164.889999,1164.989999
hips,hips,1164.99,1165.3
over,over,1165.32,1165.61
knees,knees,1165.61,1165.9199999999998
over,over,1165.95,1166.26
ankles,ankles,1166.29,1166.75
feet,feet,1167.02,1167.26
are,are,1167.259999,1167.319999
gonna,gonna,1167.32,1167.5
be,be,1167.5,1167.64
shoulder,shoulder,1167.639999,1167.989999
width,width,1167.99,1168.18
apart,apart,1168.18,1168.5900000000001
from,from,1168.799999,1169.019999
here,here,1169.02,1169.25
Jess,jess,1169.25,1169.56
is,is,1169.559999,1169.679999
gonna,gonna,1169.68,1169.8700000000001
press,press,1169.869999,1170.209999
those,those,1170.209999,1170.439999
coffee,coffee,1170.48,1170.95
jugs,jugs,1170.95,1171.3
right,right,1171.3,1171.61
over,over,1171.61,1171.86
top,top,1171.86,1172.09
of,of,1172.09,1172.24
her,her,1172.24,1172.3700000000001
head,head,1172.37,1172.6599999999999
and,and,1172.87,1173.08
then,then,1173.08,1173.24
bring,bring,1173.24,1173.44
those,those,1173.44,1173.64
elbows,elbows,1173.66,1174.0800000000002
right,right,1174.08,1174.34
back,back,1174.34,1174.55
down,down,1174.55,1174.77
to,to,1174.77,1174.93
about,about,1174.95,1175.43
that,that,1175.43,1175.63
90,<unk>,1175.63,1176.0
degree,degree,1176.0,1176.37
angle,angle,1176.37,1176.78
make,make,1176.98,1177.2
sure,sure,1177.2,1177.3600000000001
we're,we're,1177.36,1177.49
not,not,1177.49,1177.74
locking,locking,1177.74,1178.06
those,those,1178.059999,1178.309999
knees,knees,1178.309999,1178.599999
out,out,1178.599999,1178.839999
and,and,1179.02,1179.22
that,that,1179.22,1179.4
core,core,1179.4,1179.66
stays,stays,1179.66,1179.98
nice,nice,1179.99,1180.29
and,and,1180.32,1180.5
tight,tight,1180.5,1180.75
burning,burning,1180.76,1181.06
through,through,1181.059999,1181.2099990000002
those,those,1181.21,1181.42
shoulders,shoulders,1181.42,1181.89
yeah,yeah,1181.889999,1182.229999
you're,you're,1182.46,1182.58
making,making,1182.58,1182.85
it,it,1182.849999,1182.949999
look,look,1182.95,1183.13
good,good,1183.13,1183.42
though,though,1183.42,1183.74
all,all,1184.08,1184.25
right,right,1184.25,1184.5
exercise,exercise,1184.52,1185.15
number,number,1185.15,1185.44
two,two,1185.44,1185.8600000000001
we're,we're,1185.889999,1186.019999
gonna,gonna,1186.02,1186.2
come,come,1186.199999,1186.429999
down,down,1186.43,1186.7
to,to,1186.699999,1186.839999
the,the,1186.84,1186.97
ground,ground,1186.969999,1187.2899989999999
on,on,1187.289999,1187.4199990000002
our,our,1187.42,1187.5900000000001
hot,hot,1187.59,1187.9399999999998
pink,pink,1187.949999,1188.199999
towel,towel,1188.25,1188.64
working,working,1188.85,1189.24
that,that,1189.24,1189.47
