start,11
get ready,0
getting ready,1
first round,1
and done,3
finishing,1
finished,0
we're done,0
are done,1
be done,0
is done,0
it's over,0
is over,0
allotted time period,1
time period,2
three two one,10
three two and one,2
3 2 1,0
3 2 & 1,0
one two,0
1 2,0
almost there,5
almost done,1
 second,6
 minute,0
time left,1
repetition,1
last one,1
last time,0
last round,0
one more,2
two more,0
three more,0
four more,0
five more,3
one time,0
two times,0
three times,0
four times,0
five times,0
going to,49
go over to,0
go ahead,0
move on,2
moving on,2
move to,0
moving to,0
next one,3
next up,0
we're on to,1
we are on to,0
repeat,3
again,6
now we,1
another,1
