start,3
get ready,0
getting ready,0
first round,0
and done,0
finishing,0
finished,0
we're done,0
are done,2
be done,0
is done,0
it's over,0
is over,0
allotted time period,0
time period,0
three two one,1
three two and one,0
3 2 1,0
3 2 & 1,0
one two,0
1 2,0
almost there,0
almost done,0
 second,0
 minute,1
time left,0
repetition,0
last one,8
last time,0
last round,0
one more,6
two more,4
three more,2
four more,1
five more,3
one time,0
two times,0
three times,0
four times,0
five times,0
going to,6
go over to,0
go ahead,1
move on,0
moving on,0
move to,1
moving to,0
next one,1
next up,0
we're on to,0
we are on to,0
repeat,1
again,3
now we,1
another,0
