start,16
get ready,0
getting ready,0
first round,0
and done,0
finishing,0
finished,0
we're done,0
are done,0
be done,0
is done,1
it's over,1
is over,0
allotted time period,0
time period,0
three two one,23
three two and one,15
3 2 1,1
3 2 & 1,1
one two,5
almost there,1
almost done,1
 second,26
time left,0
repetition,0
last one,0
last time,0
last round,0
one more,0
two more,0
three more,0
four more,0
five more,0
one time,0
two times,0
three times,0
four times,0
five times,0
going to,5
go over to,1
go ahead,0
move on,0
moving on,0
move to,0
moving to,0
next one,1
next up,2
we're on to,0
we are on to,0
repeat,0
again,3
now we,0
another,1
